               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.035631,            0.024013,            0.038305,             0.59568,             0.65677,             0.60173,             0.51992,            0.025768,            0.015332,            0.035337,             0.00868,             0.00868,             0.00868
                  22,            0.036032,             0.02462,            0.037219,             0.60742,             0.68347,             0.62466,             0.52899,            0.026555,            0.015953,            0.034273,            0.008614,            0.008614,            0.008614
                  23,            0.035959,            0.024619,            0.036245,             0.53432,               0.739,             0.65165,             0.56943,            0.025363,            0.015369,             0.03311,            0.008548,            0.008548,            0.008548
                  24,            0.035832,            0.024655,            0.035303,             0.66412,             0.71442,             0.68783,             0.59656,            0.026502,            0.015691,            0.031339,            0.008482,            0.008482,            0.008482
                  25,             0.03544,            0.024513,            0.034331,             0.62878,             0.73177,             0.72204,             0.64432,            0.025304,            0.015187,            0.029945,            0.008416,            0.008416,            0.008416
                  26,            0.035737,            0.024605,            0.033266,             0.72817,             0.71111,             0.73802,             0.63384,            0.026869,            0.015804,            0.028715,             0.00835,             0.00835,             0.00835
                  27,            0.035514,            0.024277,            0.032133,             0.64198,             0.77237,             0.77346,              0.6598,            0.027397,            0.016328,            0.027476,            0.008284,            0.008284,            0.008284
                  28,            0.035671,            0.024589,            0.031337,             0.58608,             0.82443,              0.7691,             0.65765,            0.026565,             0.01572,            0.026141,            0.008218,            0.008218,            0.008218
                  29,            0.034958,            0.023873,            0.030273,               0.657,             0.85014,             0.78554,             0.69574,            0.025615,            0.015622,            0.024967,            0.008152,            0.008152,            0.008152
                  30,            0.035007,            0.023698,            0.029406,             0.65081,             0.89438,             0.80252,             0.69578,            0.025958,            0.015425,            0.024067,            0.008086,            0.008086,            0.008086
                  31,            0.035052,            0.023669,            0.028674,             0.68791,             0.90287,             0.83529,             0.73834,            0.025208,            0.014974,            0.023208,             0.00802,             0.00802,             0.00802
                  32,            0.035091,             0.02345,            0.027912,             0.72257,             0.91387,             0.84632,             0.75585,            0.025149,            0.014716,            0.022348,            0.007954,            0.007954,            0.007954
                  33,            0.034163,            0.023499,            0.027111,             0.77769,             0.93054,             0.86126,             0.78302,            0.024303,            0.014484,            0.021263,            0.007888,            0.007888,            0.007888
                  34,            0.034766,            0.023442,            0.026614,             0.78527,             0.95074,             0.87166,             0.78141,             0.02465,            0.014426,             0.02064,            0.007822,            0.007822,            0.007822
                  35,             0.03433,            0.023127,            0.026037,             0.79999,             0.96228,             0.87818,             0.79498,            0.024445,            0.014518,            0.019836,            0.007756,            0.007756,            0.007756
                  36,            0.034288,            0.023092,            0.025168,             0.80209,             0.96673,               0.878,             0.78675,             0.02435,            0.014443,            0.019405,             0.00769,             0.00769,             0.00769
                  37,            0.035115,            0.023507,            0.024801,             0.82064,             0.97572,             0.88442,             0.79164,              0.0248,             0.01454,            0.018501,            0.007624,            0.007624,            0.007624
                  38,            0.034712,            0.023015,            0.024595,             0.81386,             0.97107,             0.88735,             0.79367,            0.025045,            0.015027,            0.018258,            0.007558,            0.007558,            0.007558
                  39,            0.033738,             0.02266,            0.023918,              0.8288,              0.9706,             0.89001,             0.79407,            0.024845,            0.014675,            0.017679,            0.007492,            0.007492,            0.007492
                  40,            0.034389,            0.022871,            0.023515,             0.83852,             0.97498,             0.89434,             0.80498,            0.024202,            0.014205,            0.016899,            0.007426,            0.007426,            0.007426
                  41,            0.033509,             0.02246,            0.022864,             0.83981,             0.97529,             0.89849,             0.81686,            0.024031,            0.013982,            0.016575,             0.00736,             0.00736,             0.00736
                  42,            0.034143,            0.022601,            0.022659,             0.84507,             0.97644,             0.90107,              0.8198,            0.023802,            0.013971,            0.016204,            0.007294,            0.007294,            0.007294
                  43,            0.033889,            0.022653,            0.022295,               0.859,             0.97775,             0.90024,             0.82034,            0.024261,            0.014354,            0.015844,            0.007228,            0.007228,            0.007228
                  44,            0.033644,            0.022152,            0.022125,             0.84794,             0.96673,              0.9002,             0.82645,            0.023648,            0.013969,            0.015794,            0.007162,            0.007162,            0.007162
                  45,            0.033333,            0.022191,            0.021567,             0.85353,             0.97895,             0.90317,             0.82611,            0.023738,            0.014165,            0.015372,            0.007096,            0.007096,            0.007096
                  46,             0.03338,            0.022151,            0.021558,             0.85337,             0.97905,             0.90663,             0.84024,            0.023226,            0.013782,            0.014953,             0.00703,             0.00703,             0.00703
                  47,            0.033033,            0.022268,            0.021202,             0.86378,             0.98245,             0.91245,             0.83209,            0.023741,            0.013844,            0.014786,            0.006964,            0.006964,            0.006964
                  48,            0.033434,              0.0223,            0.021013,             0.85197,             0.98555,             0.91256,             0.83757,            0.023519,            0.014164,            0.014566,            0.006898,            0.006898,            0.006898
                  49,            0.032702,            0.021817,            0.020507,             0.85745,             0.98356,             0.91917,             0.85042,            0.023605,            0.013864,            0.014246,            0.006832,            0.006832,            0.006832
                  50,            0.032928,            0.021732,            0.020578,             0.85779,             0.98576,             0.91958,             0.84863,            0.022677,            0.013379,            0.013779,            0.006766,            0.006766,            0.006766
                  51,            0.032208,            0.021674,            0.020308,             0.87607,             0.98182,             0.92598,             0.86204,             0.02298,            0.013252,            0.013515,              0.0067,              0.0067,              0.0067
                  52,            0.032376,            0.021635,            0.019998,             0.86594,             0.98341,             0.92337,             0.85715,            0.022915,             0.01371,            0.013428,            0.006634,            0.006634,            0.006634
                  53,            0.031928,            0.021181,            0.019732,             0.86528,             0.98831,             0.92288,             0.86217,            0.022701,            0.013367,            0.013211,            0.006568,            0.006568,            0.006568
                  54,            0.032007,            0.021124,            0.019423,             0.88252,             0.98132,             0.92792,             0.86472,            0.023169,            0.014193,            0.013235,            0.006502,            0.006502,            0.006502
                  55,            0.031916,            0.021166,             0.01938,             0.87772,             0.98866,              0.9239,             0.86419,            0.023025,            0.013645,            0.012903,            0.006436,            0.006436,            0.006436
                  56,            0.031834,            0.020942,            0.019198,             0.88793,             0.99411,             0.92666,             0.86803,            0.022738,            0.013395,             0.01266,             0.00637,             0.00637,             0.00637
                  57,            0.031627,            0.021299,             0.01912,             0.88301,             0.98638,              0.9277,             0.87446,            0.023051,            0.013832,            0.012635,            0.006304,            0.006304,            0.006304
                  58,            0.031536,            0.020952,              0.0189,             0.88959,             0.99042,             0.92445,             0.87161,            0.022718,            0.013567,            0.012323,            0.006238,            0.006238,            0.006238
                  59,            0.031767,            0.020838,            0.018729,             0.87731,             0.98723,             0.92578,             0.87084,            0.022439,            0.013006,            0.012242,            0.006172,            0.006172,            0.006172
                  60,            0.031561,            0.020729,            0.018555,             0.87553,             0.98711,             0.92628,             0.87079,            0.022741,            0.013102,             0.01228,            0.006106,            0.006106,            0.006106
                  61,            0.030969,            0.020142,            0.018259,             0.88383,             0.98679,             0.92886,             0.87325,            0.022592,            0.013143,             0.01216,             0.00604,             0.00604,             0.00604
                  62,            0.031591,            0.020756,            0.018576,             0.88729,             0.99121,               0.926,             0.87404,            0.022245,            0.012902,            0.011955,            0.005974,            0.005974,            0.005974
                  63,            0.031258,              0.0204,            0.018265,             0.88261,             0.98886,             0.92953,             0.88099,             0.02235,            0.013121,             0.01201,            0.005908,            0.005908,            0.005908
                  64,            0.030609,            0.020134,            0.018178,             0.89083,              0.9874,             0.93697,             0.89162,            0.022548,             0.01325,            0.011803,            0.005842,            0.005842,            0.005842
                  65,            0.030875,            0.020305,            0.018162,             0.89014,             0.98881,             0.93068,             0.88507,            0.022064,            0.012861,            0.011788,            0.005776,            0.005776,            0.005776
                  66,            0.030724,            0.019881,            0.017878,             0.89177,             0.97175,             0.94481,             0.89415,            0.022623,            0.013788,            0.011855,             0.00571,             0.00571,             0.00571
                  67,            0.030873,            0.020276,            0.017995,             0.88706,             0.98498,             0.93664,             0.89007,            0.022468,            0.013683,            0.011796,            0.005644,            0.005644,            0.005644
                  68,            0.031021,            0.020194,            0.017846,             0.89462,             0.98403,             0.95021,             0.90574,            0.022164,            0.013011,            0.011584,            0.005578,            0.005578,            0.005578
                  69,            0.031115,            0.020202,            0.017869,             0.89719,             0.98088,             0.95193,             0.90735,            0.022073,            0.012975,            0.011535,            0.005512,            0.005512,            0.005512
                  70,            0.030415,            0.019797,            0.017672,             0.90859,             0.97226,             0.95702,             0.91455,            0.022022,            0.012931,            0.011325,            0.005446,            0.005446,            0.005446
                  71,            0.030453,            0.019542,            0.017431,             0.91697,              0.9708,             0.95878,             0.91406,            0.022214,            0.013237,            0.011292,             0.00538,             0.00538,             0.00538
                  72,             0.03049,            0.019823,            0.017203,             0.91852,             0.97439,             0.96146,             0.92387,            0.021993,             0.01282,             0.01098,            0.005314,            0.005314,            0.005314
                  73,            0.030345,            0.019968,            0.017368,             0.92536,             0.97623,             0.96251,              0.9155,             0.02205,            0.013023,            0.011014,            0.005248,            0.005248,            0.005248
                  74,            0.030194,            0.019442,            0.017075,             0.92705,             0.97609,             0.96577,             0.92813,            0.022193,            0.012888,            0.010902,            0.005182,            0.005182,            0.005182
                  75,            0.029814,             0.01913,            0.016797,             0.93844,             0.97505,             0.96845,             0.92703,            0.022002,            0.013058,            0.010775,            0.005116,            0.005116,            0.005116
                  76,            0.030415,            0.019798,            0.016781,             0.94435,             0.98497,             0.97036,             0.92866,            0.021522,            0.012284,            0.010523,             0.00505,             0.00505,             0.00505
                  77,            0.030013,            0.019405,            0.016541,             0.94456,             0.98037,             0.97029,             0.92992,            0.021757,            0.012551,            0.010365,            0.004984,            0.004984,            0.004984
                  78,            0.029964,             0.01915,            0.016652,             0.94103,             0.97771,             0.96998,             0.93099,            0.021826,            0.012851,            0.010327,            0.004918,            0.004918,            0.004918
                  79,            0.030009,            0.019418,            0.016464,             0.94819,             0.98133,             0.97023,             0.93559,            0.021893,            0.013046,            0.010277,            0.004852,            0.004852,            0.004852
                  80,            0.030158,            0.019222,            0.016388,             0.94472,             0.98762,             0.96985,             0.93136,            0.022023,            0.013107,            0.010167,            0.004786,            0.004786,            0.004786
                  81,            0.029942,            0.019506,            0.016455,             0.94951,             0.98696,              0.9714,             0.93928,            0.021594,            0.012488,            0.010023,             0.00472,             0.00472,             0.00472
                  82,            0.029593,            0.019038,            0.016279,             0.94479,             0.98873,             0.97075,             0.93506,              0.0217,            0.012969,           0.0099432,            0.004654,            0.004654,            0.004654
                  83,            0.029676,            0.019336,            0.016148,             0.94626,             0.98128,             0.97151,             0.93879,            0.021373,            0.012483,           0.0098259,            0.004588,            0.004588,            0.004588
                  84,            0.029654,            0.018968,             0.01597,             0.95107,             0.98812,             0.97213,             0.93862,            0.021935,            0.013177,           0.0098623,            0.004522,            0.004522,            0.004522
                  85,            0.029454,            0.018777,            0.015887,             0.95294,             0.98675,             0.97032,             0.93971,             0.02166,            0.012786,           0.0097571,            0.004456,            0.004456,            0.004456
                  86,            0.029441,            0.018686,            0.015897,             0.94496,             0.98068,             0.97151,             0.93838,            0.021692,            0.012766,           0.0096859,             0.00439,             0.00439,             0.00439
                  87,            0.029478,            0.018767,            0.015917,             0.94881,              0.9834,             0.97084,             0.94278,            0.021467,            0.012515,            0.009555,            0.004324,            0.004324,            0.004324
                  88,            0.029311,            0.018731,            0.015819,             0.94228,             0.97947,             0.97064,             0.94167,            0.021358,             0.01282,           0.0097012,            0.004258,            0.004258,            0.004258
                  89,            0.028611,            0.018195,            0.015613,             0.94671,             0.97752,             0.97049,             0.94286,            0.021394,            0.012523,           0.0094436,            0.004192,            0.004192,            0.004192
                  90,            0.028804,            0.018381,            0.015514,             0.94998,             0.98138,             0.97047,             0.94299,            0.021054,            0.012237,            0.009398,            0.004126,            0.004126,            0.004126
                  91,            0.028786,            0.018078,            0.015461,             0.95284,             0.98549,             0.97058,             0.94058,            0.021081,            0.012371,            0.009332,             0.00406,             0.00406,             0.00406
                  92,            0.029204,            0.018597,            0.015487,             0.95132,             0.98463,             0.97118,             0.94044,            0.021323,            0.012369,           0.0093569,            0.003994,            0.003994,            0.003994
                  93,            0.028694,            0.018187,            0.015437,             0.95242,             0.98145,             0.97181,             0.94661,            0.020902,            0.012088,           0.0093064,            0.003928,            0.003928,            0.003928
                  94,            0.028851,            0.018192,            0.015591,             0.95011,             0.97693,             0.97249,             0.94692,              0.0213,              0.0124,           0.0093392,            0.003862,            0.003862,            0.003862
                  95,            0.028322,             0.01786,            0.015289,             0.94893,             0.98393,             0.97151,             0.94469,            0.021194,             0.01241,           0.0093003,            0.003796,            0.003796,            0.003796
                  96,            0.028987,            0.018399,            0.015469,             0.94373,             0.97514,             0.97136,             0.94613,            0.021488,            0.012773,           0.0093531,             0.00373,             0.00373,             0.00373
                  97,            0.028308,            0.017839,            0.015228,             0.94482,              0.9787,             0.97096,             0.94824,            0.021124,            0.012351,           0.0092821,            0.003664,            0.003664,            0.003664
                  98,            0.028611,            0.018039,            0.015271,             0.94166,             0.97652,             0.97096,             0.95017,            0.020946,            0.012218,           0.0091266,            0.003598,            0.003598,            0.003598
                  99,            0.028042,             0.01721,            0.015178,              0.9405,             0.97841,             0.97083,             0.94944,            0.020807,            0.012135,           0.0090734,            0.003532,            0.003532,            0.003532
                 100,            0.027988,            0.017535,            0.015095,             0.94601,             0.98035,             0.97179,              0.9499,            0.021178,            0.012484,           0.0090915,            0.003466,            0.003466,            0.003466
                 101,            0.027756,            0.017357,            0.014984,             0.94089,             0.97692,             0.97073,             0.95051,            0.020979,            0.011966,           0.0090164,              0.0034,              0.0034,              0.0034
                 102,            0.027963,            0.017516,            0.015059,             0.94843,             0.98415,             0.97022,             0.95188,            0.020817,            0.012017,           0.0089815,            0.003334,            0.003334,            0.003334
                 103,            0.027812,            0.017339,            0.014976,             0.94837,             0.98136,             0.97119,             0.95388,            0.020552,            0.011883,            0.008927,            0.003268,            0.003268,            0.003268
                 104,            0.027731,             0.01722,            0.014975,             0.94506,             0.98242,             0.97035,             0.95129,            0.020997,            0.012187,           0.0089916,            0.003202,            0.003202,            0.003202
                 105,             0.02741,            0.016745,            0.014795,             0.94356,             0.97954,             0.97117,             0.95445,            0.020608,            0.011866,           0.0088561,            0.003136,            0.003136,            0.003136
                 106,            0.027311,            0.016952,            0.014751,             0.94048,             0.97733,             0.97198,             0.95473,            0.020869,            0.012242,             0.00896,             0.00307,             0.00307,             0.00307
                 107,            0.027691,            0.017293,            0.014786,             0.94499,             0.98084,             0.97167,             0.95533,            0.020704,            0.011807,           0.0089378,            0.003004,            0.003004,            0.003004
                 108,            0.027524,            0.016981,            0.014609,             0.94477,             0.98041,             0.97155,              0.9569,            0.020584,            0.011913,           0.0089455,            0.002938,            0.002938,            0.002938
                 109,            0.027698,            0.017019,             0.01473,             0.94193,             0.98677,             0.97249,             0.95575,            0.020499,            0.011847,           0.0088493,            0.002872,            0.002872,            0.002872
                 110,            0.027266,            0.016833,            0.014617,             0.94296,             0.98374,             0.97116,             0.95619,            0.020886,            0.012221,           0.0089789,            0.002806,            0.002806,            0.002806
                 111,            0.027019,            0.016521,            0.014524,             0.94674,             0.98989,              0.9719,             0.95376,            0.020899,            0.012228,           0.0088997,             0.00274,             0.00274,             0.00274
                 112,            0.027369,            0.016677,            0.014628,             0.94304,             0.98448,             0.97247,             0.95291,            0.021036,            0.012526,           0.0089158,            0.002674,            0.002674,            0.002674
                 113,            0.026875,            0.016389,            0.014523,              0.9488,             0.98651,             0.97173,             0.95554,            0.020713,            0.012017,           0.0088327,            0.002608,            0.002608,            0.002608
                 114,            0.027008,            0.016575,            0.014547,             0.94572,             0.98505,             0.97096,             0.95363,            0.020752,            0.012268,           0.0087934,            0.002542,            0.002542,            0.002542
                 115,            0.026576,            0.015991,            0.014313,             0.94688,             0.98556,             0.97067,             0.95737,            0.020528,            0.011597,            0.008628,            0.002476,            0.002476,            0.002476
                 116,            0.027117,            0.016647,            0.014678,             0.94736,             0.99113,             0.97126,             0.95748,             0.02089,            0.012277,           0.0087905,             0.00241,             0.00241,             0.00241
                 117,            0.026536,            0.016057,            0.014375,             0.94296,             0.98503,             0.97088,              0.9557,            0.020694,            0.012052,            0.008661,            0.002344,            0.002344,            0.002344
                 118,            0.026169,            0.015733,            0.014194,             0.95087,             0.98694,             0.97103,             0.95794,            0.020657,            0.011962,           0.0086768,            0.002278,            0.002278,            0.002278
                 119,            0.026604,            0.016175,            0.014248,              0.9506,             0.97954,             0.97135,             0.96041,            0.020355,            0.011814,           0.0086133,            0.002212,            0.002212,            0.002212
                 120,            0.026635,            0.016245,            0.014328,             0.94591,             0.98142,             0.97117,             0.95889,            0.020246,            0.011937,           0.0085961,            0.002146,            0.002146,            0.002146
                 121,            0.026154,            0.015489,            0.014303,             0.94274,             0.98301,             0.97174,             0.95945,            0.020656,            0.012268,           0.0085659,             0.00208,             0.00208,             0.00208
                 122,            0.026159,            0.015487,            0.014057,              0.9473,             0.98478,             0.97138,             0.95649,            0.020276,            0.011826,           0.0084774,            0.002014,            0.002014,            0.002014
                 123,            0.026204,            0.015476,            0.014031,             0.94764,             0.99026,             0.97187,             0.95973,            0.020494,            0.011899,           0.0084882,            0.001948,            0.001948,            0.001948
                 124,            0.025904,            0.015376,            0.014023,             0.94494,             0.98775,             0.97175,             0.96008,            0.020349,              0.0117,           0.0084426,            0.001882,            0.001882,            0.001882
                 125,              0.0256,            0.015135,            0.013954,             0.94221,             0.98444,             0.97232,             0.96144,            0.020273,            0.011924,           0.0084333,            0.001816,            0.001816,            0.001816
                 126,            0.025884,            0.015417,            0.014068,             0.94227,             0.98138,             0.97167,             0.96287,            0.020448,            0.012058,            0.008467,             0.00175,             0.00175,             0.00175
                 127,             0.02601,            0.015329,            0.013957,             0.94808,             0.98541,             0.97115,             0.96161,            0.020307,            0.011707,           0.0083938,            0.001684,            0.001684,            0.001684
                 128,            0.025612,            0.015209,            0.013894,             0.94729,             0.98284,             0.97168,              0.9614,            0.020271,            0.011713,           0.0083666,            0.001618,            0.001618,            0.001618
                 129,            0.025623,            0.014756,            0.013925,             0.94367,             0.98275,             0.97268,             0.96375,            0.020464,            0.012007,           0.0083778,            0.001552,            0.001552,            0.001552
                 130,            0.025687,            0.015089,            0.013907,              0.9499,             0.98708,             0.97222,             0.96342,            0.020262,            0.011602,           0.0082963,            0.001486,            0.001486,            0.001486
                 131,             0.02509,            0.014608,            0.013694,             0.95125,             0.98267,             0.97288,             0.96259,            0.020453,            0.012038,           0.0083431,             0.00142,             0.00142,             0.00142
                 132,            0.025336,            0.014648,            0.013909,             0.94996,             0.98659,             0.97161,             0.96239,            0.020389,            0.012096,           0.0083571,            0.001354,            0.001354,            0.001354
                 133,            0.024998,            0.014356,            0.013647,             0.95224,             0.98989,             0.97243,             0.96283,            0.020328,            0.011831,           0.0082496,            0.001288,            0.001288,            0.001288
                 134,            0.024734,            0.014166,            0.013862,             0.94844,             0.98632,             0.97145,             0.96255,            0.020144,            0.011796,           0.0081963,            0.001222,            0.001222,            0.001222
                 135,            0.025003,             0.01439,            0.013635,             0.94745,             0.98786,             0.97243,             0.96386,            0.020512,            0.012386,           0.0082463,            0.001156,            0.001156,            0.001156
                 136,            0.024915,            0.014196,            0.013638,             0.94545,             0.98624,             0.97155,              0.9631,            0.020418,            0.012266,           0.0082192,             0.00109,             0.00109,             0.00109
                 137,            0.024818,            0.014185,            0.013627,             0.94669,             0.98778,             0.97202,             0.96407,            0.020257,            0.012031,           0.0081624,            0.001024,            0.001024,            0.001024
                 138,            0.024661,            0.014092,            0.013448,              0.9468,             0.97858,             0.97236,             0.96471,             0.02016,            0.012032,           0.0081584,            0.000958,            0.000958,            0.000958
                 139,            0.024752,            0.013988,            0.013593,             0.94727,             0.98336,             0.97178,              0.9643,            0.020255,            0.012202,           0.0081414,            0.000892,            0.000892,            0.000892
                 140,            0.024565,            0.013789,            0.013404,             0.94979,             0.98341,              0.9717,             0.96338,            0.020134,            0.012041,            0.008099,            0.000826,            0.000826,            0.000826
                 141,            0.024506,            0.013691,            0.013448,             0.94873,             0.98496,             0.97133,             0.96371,            0.020281,            0.012208,           0.0081197,             0.00076,             0.00076,             0.00076
                 142,            0.024517,            0.013748,            0.013521,             0.94875,             0.98506,             0.97169,             0.96451,            0.020176,             0.01198,           0.0080372,            0.000694,            0.000694,            0.000694
                 143,            0.024122,            0.013541,            0.013399,              0.9515,             0.98171,             0.97206,             0.96497,            0.019941,            0.011703,            0.007942,            0.000628,            0.000628,            0.000628
                 144,             0.02415,            0.013629,            0.013396,             0.95109,             0.98314,             0.97169,             0.96495,            0.020198,            0.012209,           0.0080326,            0.000562,            0.000562,            0.000562
                 145,            0.024086,            0.013139,             0.01334,             0.94902,             0.98296,             0.97107,             0.96475,            0.020195,            0.012054,           0.0079748,            0.000496,            0.000496,            0.000496
                 146,            0.024009,            0.013065,            0.013222,             0.95019,             0.98196,             0.97078,             0.96399,            0.019972,            0.011807,           0.0079168,             0.00043,             0.00043,             0.00043
                 147,            0.023896,               0.013,            0.013319,             0.95193,             0.98313,             0.97051,              0.9639,            0.019974,            0.011949,           0.0079267,            0.000364,            0.000364,            0.000364
                 148,             0.02396,            0.013107,            0.013132,             0.95049,             0.98051,             0.97121,             0.96508,            0.020001,            0.012041,           0.0079242,            0.000298,            0.000298,            0.000298
                 149,            0.023728,            0.013086,            0.013098,             0.94993,             0.98021,             0.97144,             0.96509,            0.020112,             0.01224,           0.0079403,            0.000232,            0.000232,            0.000232
